"pais","nacionalidad","estado","ciudad"
"Spain","Spanish","Burgos","Merindad de Sotoscueva"
"Spain","Spanish","Burgos","Merindad de Valdeporres"
"Spain","Spanish","Burgos","Merindad de Valdivielso"
"Spain","Spanish","Burgos","Monterrubio de la Demanda"
"Spain","Spanish","Burgos","Orbaneja Riopico"
"Spain","Spanish","Burgos","Palacios de Riopisuerga"
"Spain","Spanish","Burgos","Partido de la Sierra en Tobalina"
"Spain","Spanish","Burgos","Pedrosa de Río Úrbel"
"Spain","Spanish","Burgos","Pineda Trasmonte"
"Spain","Spanish","Burgos","Pinilla Trasmonte"
"Spain","Spanish","Burgos","Puebla de Arganzón La"
"Spain","Spanish","Burgos","Quintanillas Las"
"Spain","Spanish","Burgos","Quintanilla San García"
"Spain","Spanish","Burgos","Quintanilla Vivar"
"Spain","Spanish","Burgos","Revilla y Ahedo La"
"Spain","Spanish","Burgos","Revilla Vallejera"
"Spain","Spanish","Burgos","Santa María del Mercadillo"
"Spain","Spanish","Burgos","Santa María Rivarredonda"
"Spain","Spanish","Burgos","Santibáñez de Esgueva"
"Spain","Spanish","Burgos","Sequera de Haza La"
"Spain","Spanish","Burgos","Tinieblas de la Sierra"
"Spain","Spanish","Burgos","Torrepadre"
"Spain","Spanish","Burgos","Tórtoles de Esgueva"
"Spain","Spanish","Burgos","Úrbel del Castillo"
"Spain","Spanish","Burgos","Valle de Manzanedo"
"Spain","Spanish","Burgos","Valle de Mena"
"Spain","Spanish","Burgos","Valle de Oca"
"Spain","Spanish","Burgos","Valle de Tobalina"
"Spain","Spanish","Burgos","Valle de Valdebezana"
"Spain","Spanish","Burgos","Valle de Valdelaguna"
"Spain","Spanish","Burgos","Valle de Valdelucio"
"Spain","Spanish","Burgos","Valle de Zamanzas"
"Spain","Spanish","Burgos","Vallejera"
"Spain","Spanish","Burgos","Vid y Barrios La"
"Spain","Spanish","Burgos","Vid de Bureba La"
"Spain","Spanish","Burgos","Villafranca Montes de Oca"
"Spain","Spanish","Burgos","Villagonzalo Pedernales"
"Spain","Spanish","Burgos","Villambistia"
"Spain","Spanish","Burgos","Villasur de Herreros"
"Spain","Spanish","Burgos","Villayerno Morquillas"
"Spain","Spanish","Burgos","Zarzosa de Río Pisuerga"
"Spain","Spanish","Burgos","Quintanilla del Agua y Tordueles"
"Spain","Spanish","Burgos","Valle de Santibáñez"
"Spain","Spanish","Burgos","Villarcayo de Merindad de Castilla la Vieja"
"Spain","Spanish","Burgos","Valle de las Navas"
"Spain","Spanish","Burgos","Valle de Sedano"
"Spain","Spanish","Burgos","Merindad de Río Ubierna"
"Spain","Spanish","Burgos","Alfoz de Quintanadueñas"
"Spain","Spanish","Burgos","Valle de Losa"
"Spain","Spanish","Castellón","Atzeneta del Maestrat"
"Spain","Spanish","Castellón","Aín"
"Spain","Spanish","Castellón","Alcora l"
"Spain","Spanish","Castellón","Almazora/Almassora"
"Spain","Spanish","Castellón","Ares del Maestrat"
"Spain","Spanish","Castellón","Bejís"
"Spain","Spanish","Castellón","Benafer"
"Spain","Spanish","Castellón","Benasal"
"Spain","Spanish","Castellón","Benicasim/Benicàssim"
"Spain","Spanish","Castellón","Borriana/Burriana"
"Spain","Spanish","Castellón","Castellón de la Plana/Castelló de la Plana"
"Spain","Spanish","Castellón","Caudiel"
"Spain","Spanish","Castellón","Coves de Vinromà les"
"Spain","Spanish","Castellón","Chilches/Xilxes"
"Spain","Spanish","Castellón","Chodos/Xodos"
"Spain","Spanish","Castellón","Jana la"
"Spain","Spanish","Castellón","Llosa la"
"Spain","Spanish","Castellón","Mata de Morella la"
"Spain","Spanish","Castellón","Oropesa del Mar/Orpesa"
"Spain","Spanish","Castellón","Peníscola/Peñíscola"
"Spain","Spanish","Castellón","Pobla de Benifassà la"
"Spain","Spanish","Castellón","Pobla Tornesa la"
"Spain","Spanish","Castellón","Rossell"
"Spain","Spanish","Castellón","Salzadella la"
"Spain","Spanish","Castellón","Sant Jordi/San Jorge"
"Spain","Spanish","Castellón","Sant Mateu"
"Spain","Spanish","Castellón","San Rafael del Río"
"Spain","Spanish","Castellón","Sierra Engarcerán"
"Spain","Spanish","Castellón","Sueras/Suera"
"Spain","Spanish","Castellón","Teresa"
"Spain","Spanish","Castellón","Toro El"
"Spain","Spanish","Castellón","Torre dEn Besora la"
"Spain","Spanish","Castellón","Torre den Doménec la"
"Spain","Spanish","Castellón","Useras/Useres les"
"Spain","Spanish","Castellón","Vallat"
"Spain","Spanish","Castellón","Vall dAlba"
"Spain","Spanish","Castellón","Vall dUixó la"
"Spain","Spanish","Castellón","Vilafamés"
"Spain","Spanish","Castellón","Villafranca del Cid/Vilafranca"
"Spain","Spanish","Castellón","Vilanova dAlcolea"
"Spain","Spanish","Castellón","Vilar de Canes"
"Spain","Spanish","Castellón","Vilavella la"
"Spain","Spanish","Castellón","Sant Joan de Moró"
"Spain","Spanish","Teruel","Abejuela"
"Spain","Spanish","Teruel","Albentosa"
"Spain","Spanish","Teruel","Arens de Lledó"
"Spain","Spanish","Teruel","Azaila"
"Spain","Spanish","Teruel","Beceite"
"Spain","Spanish","Teruel","Belmonte de San José"
"Spain","Spanish","Teruel","Cañada de Verich La"
"Spain","Spanish","Teruel","Castellar El"
"Spain","Spanish","Teruel","Celadas"
"Spain","Spanish","Teruel","Cerollera La"
"Spain","Spanish","Teruel","Codoñera La"
"Spain","Spanish","Teruel","Cretas"
"Spain","Spanish","Teruel","Cuba La"
"Spain","Spanish","Teruel","Cuervo El"
"Spain","Spanish","Teruel","Fresneda La"
"Spain","Spanish","Teruel","Ginebrosa La"
"Spain","Spanish","Teruel","Hoz de la Vieja La"
"Spain","Spanish","Teruel","Iglesuela del Cid La"
"Spain","Spanish","Teruel","Mata de los Olmos La"
"Spain","Spanish","Teruel","Miravete de la Sierra"
"Spain","Spanish","Teruel","Noguera de Albarracín"
"Spain","Spanish","Teruel","Olmos Los"
"Spain","Spanish","Teruel","Parras de Castellote Las"
"Spain","Spanish","Teruel","Peñarroya de Tastavins"
"Spain","Spanish","Teruel","Pobo El"
"Spain","Spanish","Teruel","Portellada La"
"Spain","Spanish","Teruel","Puebla de Híjar La"
"Spain","Spanish","Teruel","Puebla de Valverde La"
"Spain","Spanish","Teruel","Toril y Masegoso"
"Spain","Spanish","Teruel","Torrelacárcel"
"Spain","Spanish","Teruel","Torremocha de Jiloca"
"Spain","Spanish","Teruel","Urrea de Gaén"
"Spain","Spanish","Teruel","Vallecillo El"
"Spain","Spanish","Teruel","Vinaceite"
"Spain","Spanish","Teruel","Zoma La"
"Spain","Spanish","Santa Cruz de Tenerife","Arico"
"Spain","Spanish","Santa Cruz de Tenerife","Guancha La"
"Spain","Spanish","Santa Cruz de Tenerife","San Cristóbal de La Laguna"
"Spain","Spanish","Santa Cruz de Tenerife","Llanos de Aridane Los"
"Spain","Spanish","Santa Cruz de Tenerife","Matanza de Acentejo La"
"Spain","Spanish","Santa Cruz de Tenerife","Orotava La"
"Spain","Spanish","Santa Cruz de Tenerife","Paso El"
"Spain","Spanish","Santa Cruz de Tenerife","Realejos Los"
"Spain","Spanish","Santa Cruz de Tenerife","Rosario El"
"Spain","Spanish","Santa Cruz de Tenerife","San Andrés y Sauces"
"Spain","Spanish","Santa Cruz de Tenerife","Sauzal El"
"Spain","Spanish","Santa Cruz de Tenerife","Silos Los"
"Spain","Spanish","Santa Cruz de Tenerife","Tanque El"
"Spain","Spanish","Santa Cruz de Tenerife","Valle Gran Rey"
"Spain","Spanish","Santa Cruz de Tenerife","Vallehermoso"
"Spain","Spanish","Santa Cruz de Tenerife","Victoria de Acentejo La"
"Spain","Spanish","Santa Cruz de Tenerife","Villa de Mazo"
"Spain","Spanish","Santa Cruz de Tenerife","Pinar de El Hierro El"
"Spain","Spanish","Zaragoza","Acered"
"Spain","Spanish","Zaragoza","Almolda La"
"Spain","Spanish","Zaragoza","Almunia de Doña Godina La"
"Spain","Spanish","Zaragoza","Aniñón"
"Spain","Spanish","Zaragoza","Añón de Moncayo"
"Spain","Spanish","Zaragoza","Ardisa"
"Spain","Spanish","Zaragoza","Asín"
"Spain","Spanish","Zaragoza","Belmonte de Gracián"
"Spain","Spanish","Zaragoza","Berrueco"
"Spain","Spanish","Zaragoza","Burgo de Ebro El"
"Spain","Spanish","Zaragoza","Buste El"
"Spain","Spanish","Zaragoza","Codo"
"Spain","Spanish","Zaragoza","Cuerlas Las"
"Spain","Spanish","Zaragoza","Fayos Los"
"Spain","Spanish","Zaragoza","Frago El"
"Spain","Spanish","Zaragoza","Frasno El"
"Spain","Spanish","Zaragoza","Joyosa La"
"Spain","Spanish","Zaragoza","Mediana de Aragón"
"Spain","Spanish","Zaragoza","Mequinenza"
"Spain","Spanish","Zaragoza","Miedes de Aragón"
"Spain","Spanish","Zaragoza","Muela La"
"Spain","Spanish","Zaragoza","Murillo de Gállego"
"Spain","Spanish","Zaragoza","Osera de Ebro"
"Spain","Spanish","Zaragoza","Pastriz"
"Spain","Spanish","Zaragoza","Pedrosas Las"
"Spain","Spanish","Zaragoza","Pintanos Los"
"Spain","Spanish","Zaragoza","Puebla de Alfindén La"
"Spain","Spanish","Zaragoza","Puendeluna"
"Spain","Spanish","Zaragoza","Rueda de Jalón"
"Spain","Spanish","Zaragoza","San Martín de la Virgen de Moncayo"
"Spain","Spanish","Zaragoza","Sabiñán"
"Spain","Spanish","Zaragoza","Tierga"
"Spain","Spanish","Zaragoza","Vilueña La"
"Spain","Spanish","Zaragoza","Villanueva de Huerva"
"Spain","Spanish","Zaragoza","Zaida La"
"Spain","Spanish","Salamanca","Alameda de Gardón La"
"Spain","Spanish","Salamanca","Alamedilla La"
"Spain","Spanish","Salamanca","Alberca La"
"Spain","Spanish","Salamanca","Alberguería de Argañán La"
"Spain","Spanish","Salamanca","Arabayona de Mógica"
"Spain","Spanish","Salamanca","Arco El"
"Spain","Spanish","Salamanca","San Miguel del Robledo"
"Spain","Spanish","Salamanca","Atalaya La"
"Spain","Spanish","Salamanca","Barbadillo"
"Spain","Spanish","Salamanca","Bastida La"
"Spain","Spanish","Salamanca","Bodón El"
"Spain","Spanish","Salamanca","Bouza La"
"Spain","Spanish","Salamanca","Cabaco El"
"Spain","Spanish","Salamanca","Cabeza de Béjar La"
"Spain","Spanish","Salamanca","Calzada de Béjar La"
"Spain","Spanish","Salamanca","Campo de Peñaranda El"
"Spain","Spanish","Salamanca","Casas del Conde Las"
"Spain","Spanish","Salamanca","Cerro El"
"Spain","Spanish","Salamanca","Cespedosa de Tormes"
"Spain","Spanish","Salamanca","Cubo de Don Sancho El"
"Spain","Spanish","Salamanca","Chagarcía Medianero"
"Spain","Spanish","Salamanca","Encina La"
"Spain","Spanish","Salamanca","Fregeneda La"
"Spain","Spanish","Salamanca","Fresno Alhándiga"
"Spain","Spanish","Salamanca","Fuente de San Esteban La"
"Spain","Spanish","Salamanca","Fuenteliante"
"Spain","Spanish","Salamanca","Gallegos de Solmirón"
"Spain","Spanish","Salamanca","Horcajo Medianero"
"Spain","Spanish","Salamanca","Hoya La"
"Spain","Spanish","Salamanca","Huerta"
"Spain","Spanish","Salamanca","Maíllo El"
"Spain","Spanish","Salamanca","Manzano El"
"Spain","Spanish","Salamanca","Mata de Ledesma La"
"Spain","Spanish","Salamanca","Maya La"
"Spain","Spanish","Salamanca","Milano El"
"Spain","Spanish","Salamanca","Moríñigo"
"Spain","Spanish","Salamanca","Orbada La"
"Spain","Spanish","Salamanca","Payo El"
"Spain","Spanish","Salamanca","Pedroso de la Armuña El"
"Spain","Spanish","Salamanca","Peña La"
"Spain","Spanish","Salamanca","Pereña de la Ribera"
"Spain","Spanish","Salamanca","Pino de Tormes El"
"Spain","Spanish","Salamanca","Redonda La"
"Spain","Spanish","Salamanca","Rinconada de la Sierra La"
"Spain","Spanish","Salamanca","Sagrada La"
"Spain","Spanish","Salamanca","Santos Los"
"Spain","Spanish","Salamanca","Sahugo El"
"Spain","Spanish","Salamanca","Sepulcro-Hilario"
"Spain","Spanish","Salamanca","Sierpe La"
"Spain","Spanish","Salamanca","Sieteiglesias de Tormes"
"Spain","Spanish","Salamanca","Tala La"
"Spain","Spanish","Salamanca","Tejado El"
"Spain","Spanish","Salamanca","Tornadizo El"
"Spain","Spanish","Salamanca","Veguillas Las"
"Spain","Spanish","Salamanca","Vellés La"
"Spain","Spanish","Salamanca","Vídola La"
"Spain","Spanish","Salamanca","Villar de Argañán"
"Spain","Spanish","Salamanca","Zarza de Pumareda La"
"Spain","Spanish","Palencia","Abarca de Campos"
"Spain","Spanish","Palencia","Boadilla de Rioseco"
"Spain","Spanish","Palencia","Vid de Ojeda La"
"Spain","Spanish","Palencia","Magaz de Pisuerga"
"Spain","Spanish","Palencia","Puebla de Valdavia La"
"Spain","Spanish","Palencia","Serna La"
"Spain","Spanish","Palencia","Támara de Campos"
"Spain","Spanish","Palencia","Tariego de Cerrato"
"Spain","Spanish","Palencia","Valde-Ucieza"
"Spain","Spanish","Palencia","Villabasta de Valdavia"
"Spain","Spanish","Palencia","Villerías de Campos"
"Spain","Spanish","Palencia","Osorno la Mayor"
"Spain","Spanish","Palencia","Valle del Retortillo"
"Spain","Spanish","Palencia","Loma de Ucieza"
"Spain","Spanish","Palencia","Pernía La"
"Spain","Spanish","Asturias","Allande"
"Spain","Spanish","Asturias","Aller"
"Spain","Spanish","Asturias","Amieva"
"Spain","Spanish","Asturias","Avilés"
"Spain","Spanish","Asturias","Belmonte de Miranda"
"Spain","Spanish","Asturias","Bimenes"
"Spain","Spanish","Asturias","Boal"
"Spain","Spanish","Asturias","Cabrales"
"Spain","Spanish","Asturias","Cabranes"
"Spain","Spanish","Asturias","Candamo"
"Spain","Spanish","Asturias","Cangas del Narcea"
"Spain","Spanish","Asturias","Cangas de Onís"
"Spain","Spanish","Asturias","Caravia"
"Spain","Spanish","Asturias","Carreño"
"Spain","Spanish","Asturias","Caso"
"Spain","Spanish","Asturias","Castrillón"
"Spain","Spanish","Asturias","Castropol"
"Spain","Spanish","Asturias","Coaña"
"Spain","Spanish","Asturias","Colunga"
"Spain","Spanish","Asturias","Corvera de Asturias"
"Spain","Spanish","Asturias","Cudillero"
"Spain","Spanish","Asturias","Degaña"
"Spain","Spanish","Asturias","Franco El"
"Spain","Spanish","Asturias","Gijón"
"Spain","Spanish","Asturias","Gozón"
"Spain","Spanish","Asturias","Grado"
"Spain","Spanish","Asturias","Grandas de Salime"
"Spain","Spanish","Asturias","Ibias"
"Spain","Spanish","Asturias","Illano"
"Spain","Spanish","Asturias","Illas"
"Spain","Spanish","Asturias","Langreo"
"Spain","Spanish","Asturias","Laviana"
"Spain","Spanish","Asturias","Lena"
"Spain","Spanish","Asturias","Valdés"
"Spain","Spanish","Asturias","Llanera"
"Spain","Spanish","Asturias","Llanes"
"Spain","Spanish","Asturias","Morcín"
"Spain","Spanish","Asturias","Muros de Nalón"
"Spain","Spanish","Asturias","Nava"
"Spain","Spanish","Asturias","Navia"
"Spain","Spanish","Asturias","Noreña"
"Spain","Spanish","Asturias","Onís"
"Spain","Spanish","Asturias","Oviedo"
"Spain","Spanish","Asturias","Parres"
"Spain","Spanish","Asturias","Peñamellera Alta"
"Spain","Spanish","Asturias","Peñamellera Baja"
"Spain","Spanish","Asturias","Pesoz"
"Spain","Spanish","Asturias","Piloña"
"Spain","Spanish","Asturias","Ponga"
"Spain","Spanish","Asturias","Pravia"
"Spain","Spanish","Asturias","Proaza"
"Spain","Spanish","Asturias","Quirós"
"Spain","Spanish","Asturias","Regueras Las"
"Spain","Spanish","Asturias","Ribadedeva"
"Spain","Spanish","Asturias","Ribadesella"
"Spain","Spanish","Asturias","Ribera de Arriba"
"Spain","Spanish","Asturias","Riosa"
"Spain","Spanish","Asturias","Salas"
"Spain","Spanish","Asturias","San Martín del Rey Aurelio"
"Spain","Spanish","Asturias","San Martín de Oscos"
"Spain","Spanish","Asturias","Santa Eulalia de Oscos"
"Spain","Spanish","Asturias","San Tirso de Abres"
"Spain","Spanish","Asturias","Santo Adriano"
"Spain","Spanish","Asturias","Sariego"
"Spain","Spanish","Asturias","Siero"
"Spain","Spanish","Asturias","Sobrescobio"
"Spain","Spanish","Asturias","Somiedo"
"Spain","Spanish","Asturias","Soto del Barco"
"Spain","Spanish","Asturias","Tapia de Casariego"
"Spain","Spanish","Asturias","Taramundi"
"Spain","Spanish","Asturias","Teverga"
"Spain","Spanish","Asturias","Tineo"
"Spain","Spanish","Asturias","Vegadeo"
"Spain","Spanish","Asturias","Villanueva de Oscos"
"Spain","Spanish","Asturias","Villaviciosa"
"Spain","Spanish","Asturias","Villayón"
"Spain","Spanish","Asturias","Yernes y Tameza"
"Spain","Spanish","Zamora","Alfaraz de Sayago"
"Spain","Spanish","Zamora","Almeida de Sayago"
"Spain","Spanish","Zamora","Andavías"
"Spain","Spanish","Zamora","Bóveda de Toro La"
"Spain","Spanish","Zamora","Corrales del Vino"
"Spain","Spanish","Zamora","Cotanes del Monte"
"Spain","Spanish","Zamora","Cubo de Tierra del Vino El"
"Spain","Spanish","Zamora","Guarrate"
"Spain","Spanish","Zamora","Hiniesta La"
"Spain","Spanish","Zamora","Maderal El"
"Spain","Spanish","Zamora","Morales de Rey"
"Spain","Spanish","Zamora","Muelas del Pan"
"Spain","Spanish","Zamora","Pedralba de la Pradería"
"Spain","Spanish","Zamora","Pego El"
"Spain","Spanish","Zamora","Perdigón El"
"Spain","Spanish","Zamora","Pino del Oro"
"Spain","Spanish","Zamora","Piñero El"
"Spain","Spanish","Zamora","Requejo"
"Spain","Spanish","Zamora","Rionegro del Puente"
"Spain","Spanish","Zamora","Roelos de Sayago"
"Spain","Spanish","Zamora","Rosinos de la Requejada"
"Spain","Spanish","Zamora","San Miguel del Valle"
"Spain","Spanish","Zamora","San Pedro de la Nave-Almendra"
"Spain","Spanish","Zamora","Torre del Valle La"
"Spain","Spanish","Zamora","Villaseco del Pan"
"Spain","Spanish","Zamora","Viñas"
"Spain","Spanish","Valladolid","Barruelo del Valle"
"Spain","Spanish","Valladolid","Brahojos de Medina"
"Spain","Spanish","Valladolid","Cabezón de Pisuerga"
"Spain","Spanish","Valladolid","Campillo El"
"Spain","Spanish","Valladolid","Castrejón de Trabancos"
"Spain","Spanish","Valladolid","Cogeces de Íscar"
"Spain","Spanish","Valladolid","Fuente-Olmedo"
"Spain","Spanish","Valladolid","Hornillos de Eresma"
"Spain","Spanish","Valladolid","Lomoviejo"
"Spain","Spanish","Valladolid","Montealegre de Campos"
"Spain","Spanish","Valladolid","Mudarra La"
"Spain","Spanish","Valladolid","Muriel"
"Spain","Spanish","Valladolid","Parrilla La"
"Spain","Spanish","Valladolid","Pedraja de Portillo La"
"Spain","Spanish","Valladolid","Pesquera de Duero"
"Spain","Spanish","Valladolid","Pozaldez"
"Spain","Spanish","Valladolid","Renedo de Esgueva"
"Spain","Spanish","Valladolid","Roales de Campos"
"Spain","Spanish","Valladolid","San Salvador"
"Spain","Spanish","Valladolid","Seca La"
"Spain","Spanish","Valladolid","Unión de Campos La"
"Spain","Spanish","Valladolid","Zarza La"
"Spain","Spanish","Ávila","Adrada La"
"Spain","Spanish","Ávila","Aldehuela La"
"Spain","Spanish","Ávila","Arenal El"
"Spain","Spanish","Ávila","Arevalillo"
"Spain","Spanish","Ávila","Barco de Ávila El"
"Spain","Spanish","Ávila","Barraco El"
"Spain","Spanish","Ávila","Berlanas Las"
"Spain","Spanish","Ávila","Bernuy-Zapardiel"
"Spain","Spanish","Ávila","Blasconuño de Matacabras"
"Spain","Spanish","Ávila","Bohodón El"
"Spain","Spanish","Ávila","Bularros"
"Spain","Spanish","Ávila","Carrera La"
"Spain","Spanish","Ávila","Casas del Puerto"
"Spain","Spanish","Ávila","Casasola"
"Spain","Spanish","Ávila","Colilla La"
"Spain","Spanish","Ávila","Espinosa de los Caballeros"
"Spain","Spanish","Ávila","Fresno El"
"Spain","Spanish","Ávila","Fuente el Saúz"
"Spain","Spanish","Ávila","Gallegos de Altamiros"
"Spain","Spanish","Ávila","Gilbuena"
"Spain","Spanish","Ávila","Gil García"
"Spain","Spanish","Ávila","Grandes y San Martín"
"Spain","Spanish","Ávila","Herradón de Pinares"
"Spain","Spanish","Ávila","Hija de Dios La"
"Spain","Spanish","Ávila","Horcajada La"
"Spain","Spanish","Ávila","Hornillo El"
"Spain","Spanish","Ávila","Hoyo de Pinares El"
"Spain","Spanish","Ávila","Lanzahíta"
"Spain","Spanish","Ávila","Losar del Barco El"
"Spain","Spanish","Ávila","Llanos de Tormes Los"
"Spain","Spanish","Ávila","Marlín"
"Spain","Spanish","Ávila","Mirón El"
"Spain","Spanish","Ávila","Mirueña de los Infanzones"
"Spain","Spanish","Ávila","Navalonguilla"
"Spain","Spanish","Ávila","Navas del Marqués Las"
"Spain","Spanish","Ávila","Oso El"
"Spain","Spanish","Ávila","Parral El"
"Spain","Spanish","Ávila","Pascualcobo"
"Spain","Spanish","Ávila","Pedro-Rodríguez"
"Spain","Spanish","Ávila","Piedrahíta"
"Spain","Spanish","Ávila","Riocabado"
"Spain","Spanish","Ávila","Riofrío"
"Spain","Spanish","Ávila","San Bartolomé de Pinares"
"Spain","Spanish","Ávila","San Esteban de Zapardiel"
"Spain","Spanish","Ávila","San Juan del Olmo"
"Spain","Spanish","Ávila","Santa María del Arroyo"
"Spain","Spanish","Ávila","Santa María del Tiétar"
"Spain","Spanish","Ávila","Serrada La"
"Spain","Spanish","Ávila","Solana de Ávila"
"Spain","Spanish","Ávila","Solana de Rioalmar"
"Spain","Spanish","Ávila","Tiemblo El"
"Spain","Spanish","Ávila","Torre La"
"Spain","Spanish","Ávila","San Juan de Gredos"
"Spain","Spanish","Ávila","Santa María del Cubillo"
"Spain","Spanish","Ávila","Diego del Carpio"
"Spain","Spanish","Ávila","Santiago del Tormes"
"Spain","Spanish","Ávila","Villanueva de Ávila"
"Spain","Spanish","Segovia","Aldealengua de Pedraza"
"Spain","Spanish","Segovia","Aldeanueva de la Serrezuela"
"Spain","Spanish","Segovia","Aldehorno"
"Spain","Spanish","Segovia","Bernuy de Porreros"
"Spain","Spanish","Segovia","Calabazas de Fuentidueña"
"Spain","Spanish","Segovia","Carrascal del Río"
"Spain","Spanish","Segovia","Condado de Castilnovo"
"Spain","Spanish","Segovia","Espinar El"
"Spain","Spanish","Segovia","Fuente el Olmo de Íscar"
"Spain","Spanish","Segovia","Fuenterrebollo"
"Spain","Spanish","Segovia","Gomezserracín"
"Spain","Spanish","Segovia","Huertos Los"
"Spain","Spanish","Segovia","Juarros de Riomoros"
"Spain","Spanish","Segovia","Lastrilla La"
"Spain","Spanish","Segovia","Losa La"
"Spain","Spanish","Segovia","Matilla La"
"Spain","Spanish","Segovia","Melque de Cercos"
"Spain","Spanish","Segovia","Moral de Hornuez"
"Spain","Spanish","Segovia","Navas de San Antonio"
"Spain","Spanish","Segovia","Orejana"
"Spain","Spanish","Segovia","Riofrío de Riaza"
"Spain","Spanish","Segovia","Real Sitio de San Ildefonso"
"Spain","Spanish","Segovia","San Martín y Mudrián"
"Spain","Spanish","Segovia","San Miguel de Bernuy"
"Spain","Spanish","Segovia","Santiuste de Pedraza"
"Spain","Spanish","Segovia","Santo Tomé del Puerto"
"Spain","Spanish","Segovia","Valdevacas y Guijar"
"Spain","Spanish","Segovia","Ventosilla y Tejadilla"
"Spain","Spanish","Segovia","Villaverde de Íscar"
"Spain","Spanish","Segovia","Navas de Riofrío"
"Spain","Spanish","Soria","Aldealices"
"Spain","Spanish","Soria","Aldehuela de Periáñez"
"Spain","Spanish","Soria","Aldehuelas Las"
"Spain","Spanish","Soria","Baraona"
"Spain","Spanish","Soria","Burgo de Osma-Ciudad de Osma"
"Spain","Spanish","Soria","Dévanos"
"Spain","Spanish","Soria","Fuentelmonge"
"Spain","Spanish","Soria","Losilla La"
"Spain","Spanish","Soria","Miño de Medinaceli"
"Spain","Spanish","Soria","Póveda de Soria La"
"Spain","Spanish","Soria","Quiñonería"
"Spain","Spanish","Soria","Rábanos Los"
"Spain","Spanish","Soria","Riba de Escalote La"
"Spain","Spanish","Soria","Rioseco de Soria"
"Spain","Spanish","Soria","Royo El"
"Spain","Spanish","Soria","San Felices"
"Spain","Spanish","Soria","Serón de Nágima"
"Spain","Spanish","Soria","Talveila"
"Spain","Spanish","Soria","Trévago"
"Spain","Spanish","Soria","Valdegeña"
"Spain","Spanish","Soria","Velilla de la Sierra"
"Spain","Spanish","Soria","Villares de Soria Los"
"Spain","Spanish","Madrid","Acebeda La"
"Spain","Spanish","Madrid","Álamo El"
"Spain","Spanish","Madrid","Arganda del Rey"
"Spain","Spanish","Madrid","Atazar El"
"Spain","Spanish","Madrid","Berrueco El"
"Spain","Spanish","Madrid","Boalo El"
"Spain","Spanish","Madrid","Cabrera La"
"Spain","Spanish","Madrid","Collado Villalba"
"Spain","Spanish","Madrid","Cubas de la Sagra"
"Spain","Spanish","Madrid","Escorial El"
"Spain","Spanish","Madrid","Fresnedillas de la Oliva"
"Spain","Spanish","Madrid","Fuente el Saz de Jarama"
"Spain","Spanish","Madrid","Gargantilla del Lozoya y Pinilla de Buitrago"
"Spain","Spanish","Madrid","Hiruela La"
"Spain","Spanish","Madrid","Horcajo de la Sierra-Aoslos"
"Spain","Spanish","Madrid","Madarcos"
"Spain","Spanish","Madrid","Molar El"
"Spain","Spanish","Madrid","Molinos Los"
"Spain","Spanish","Madrid","Navarredonda y San Mamés"
"Spain","Spanish","Madrid","Olmeda de las Fuentes"
"Spain","Spanish","Madrid","Orusco de Tajuña"
"Spain","Spanish","Madrid","Piñuécar-Gandullas"
"Spain","Spanish","Madrid","Puebla de la Sierra"
"Spain","Spanish","Madrid","Robregordo"
"Spain","Spanish","Madrid","Rozas de Madrid Las"
"Spain","Spanish","Madrid","Santos de la Humosa Los"
"Spain","Spanish","Madrid","Serna del Monte La"
"Spain","Spanish","Madrid","Somosierra"
"Spain","Spanish","Madrid","Soto del Real"
"Spain","Spanish","Madrid","Valdelaguna"
"Spain","Spanish","Madrid","Valdeolmos-Alalpardo"
"Spain","Spanish","Madrid","Vellón El"
"Spain","Spanish","Madrid","Lozoyuela-Navas-Sieteiglesias"
"Spain","Spanish","Madrid","Puentes Viejas"
"Spain","Spanish","Cantabria","Alfoz de Lloredo"
"Spain","Spanish","Cantabria","Anievas"
"Spain","Spanish","Cantabria","Astillero El"
"Spain","Spanish","Cantabria","Cabuérniga"
"Spain","Spanish","Cantabria","Camaleño"
"Spain","Spanish","Cantabria","Campoo de Yuso"
"Spain","Spanish","Cantabria","Castañeda"
"Spain","Spanish","Cantabria","Cillorigo de Liébana"
"Spain","Spanish","Cantabria","Corrales de Buelna Los"
"Spain","Spanish","Cantabria","Corvera de Toranzo"
"Spain","Spanish","Cantabria","Campoo de Enmedio"
"Spain","Spanish","Cantabria","Entrambasaguas"
"Spain","Spanish","Cantabria","Guriezo"
"Spain","Spanish","Cantabria","Hermandad de Campoo de Suso"
"Spain","Spanish","Cantabria","Herrerías"
"Spain","Spanish","Cantabria","Lamasón"
"Spain","Spanish","Cantabria","Liendo"
"Spain","Spanish","Cantabria","Liérganes"
"Spain","Spanish","Cantabria","Luena"
"Spain","Spanish","Cantabria","Marina de Cudeyo"
"Spain","Spanish","Cantabria","Mazcuerras"
"Spain","Spanish","Cantabria","Medio Cudeyo"
"Spain","Spanish","Cantabria","Meruelo"
"Spain","Spanish","Cantabria","Miera"
"Spain","Spanish","Cantabria","Peñarrubia"
"Spain","Spanish","Cantabria","Pesaguero"
"Spain","Spanish","Cantabria","Piélagos"
"Spain","Spanish","Cantabria","Polaciones"
"Spain","Spanish","Cantabria","Ribamontán al Mar"
"Spain","Spanish","Cantabria","Ribamontán al Monte"
"Spain","Spanish","Cantabria","Rionansa"
